product_type,brand,condition,age_years,weight_kg,storage_gb,screen_size_inch,location_tier,resale_price_inr,green_points,price_per_kg,age_category,brand_tier,product_category
Laptop,Asus,Dead,2.1,2.06,256.0,14.8,1,6588,677,3198.0582524271845,Recent,Budget,Computer
Tablet,Dell,Repairable,1.3,0.78,1024.0,12.1,2,9629,989,12344.871794871795,Recent,Premium,Mobile
Battery,Apple,Repairable,1.9,0.69,,,3,572,78,828.9855072463769,Recent,Premium,Accessory
Speaker,MSI,Repairable,2.2,2.97,,,3,1105,136,372.05387205387206,Recent,Premium,Accessory
Keyboard,OnePlus,Working,3.7,0.84,,,2,708,107,842.8571428571429,Old,Budget,Computer
Speaker,Asus,Working,3.4,1.34,,,3,1750,213,1305.9701492537313,Old,Budget,Accessory
Headphones,Sony,Working,0.7,0.48,,,3,1916,227,3991.666666666667,New,Premium,Accessory
Battery,Local,Repairable,1.0,0.36,,,1,299,50,830.5555555555555,New,Budget,Accessory
Speaker,Generic,Dead,3.0,2.48,,,3,207,35,83.46774193548387,Recent,Budget,Accessory
Headphones,Asus,Repairable,1.8,0.23,,,1,1112,131,4834.782608695652,Recent,Budget,Accessory
Laptop,LG,Repairable,1.1,2.97,1024.0,14.7,1,15832,1614,5330.63973063973,Recent,Budget,Computer
Tablet,Realme,Working,0.8,0.71,1024.0,8.9,2,7681,809,10818.30985915493,New,Budget,Mobile
Monitor,Dell,Repairable,1.0,5.78,,23.1,1,5892,626,1019.3771626297578,New,Premium,Computer
Monitor,Acer,Working,0.7,5.32,,21.9,1,8639,914,1623.8721804511276,New,Budget,Computer
Battery,Dell,Dead,1.0,0.77,,,1,334,45,433.76623376623377,New,Premium,Accessory
Laptop,Realme,Working,8.0,2.71,64.0,13.8,3,1255,165,463.09963099631,Very_Old,Budget,Computer
Smartphone,LG,Working,1.3,0.18,64.0,6.4,2,10705,1110,59472.222222222226,Recent,Budget,Mobile
Tablet,Acer,Repairable,3.1,0.47,32.0,12.1,3,4604,481,9795.744680851065,Old,Budget,Mobile
Charger,LG,Working,0.9,0.27,,,2,464,82,1718.5185185185185,New,Budget,Accessory
Headphones,Xiaomi,Repairable,0.7,0.4,,,3,735,94,1837.5,New,Budget,Accessory
Tablet,HP,Working,0.7,0.53,64.0,11.3,3,15395,1580,29047.169811320753,New,Budget,Mobile
Monitor,Xiaomi,Repairable,3.1,4.06,,22.6,1,1931,221,475.61576354679806,Old,Budget,Computer
Smartphone,Lenovo,Working,1.1,0.17,256.0,6.0,1,9880,1028,58117.647058823524,Recent,Budget,Mobile
Smartphone,Acer,Repairable,1.3,0.23,128.0,5.8,1,4258,445,18513.043478260868,Recent,Budget,Mobile
Laptop,Local,Working,0.5,2.22,128.0,16.9,1,9672,1011,4356.756756756757,New,Budget,Computer
Battery,MSI,Working,3.6,0.55,,,3,541,90,983.6363636363635,Old,Premium,Accessory
Mouse,Samsung,Repairable,2.3,0.18,,,2,311,51,1727.7777777777778,Recent,Premium,Computer
Monitor,Xiaomi,Working,2.2,7.07,,29.4,3,4576,506,647.2418670438473,Recent,Budget,Computer
Keyboard,LG,Working,4.7,1.16,,,2,600,97,517.2413793103449,Old,Budget,Computer
Keyboard,Local,Working,2.2,1.05,,,3,464,83,441.90476190476187,Recent,Budget,Computer
Keyboard,LG,Working,8.0,0.51,,,3,122,48,239.2156862745098,Very_Old,Budget,Computer
Mouse,Asus,Dead,1.2,0.13,,,1,151,25,1161.5384615384614,Recent,Budget,Computer
Charger,OnePlus,Working,3.0,0.12,,,1,482,83,4016.666666666667,Recent,Budget,Accessory
Mouse,MSI,Working,2.9,0.13,,,2,496,84,3815.3846153846152,Recent,Premium,Computer
Laptop,Realme,Dead,2.5,2.64,32.0,16.4,1,3256,340,1233.3333333333333,Recent,Budget,Computer
Headphones,Lenovo,Dead,7.2,0.37,,,3,70,18,189.1891891891892,Very_Old,Budget,Accessory
Mouse,Generic,Repairable,3.8,0.19,,,3,83,28,436.84210526315786,Old,Budget,Computer
Mouse,Local,Working,7.3,0.15,,,2,50,40,333.33333333333337,Very_Old,Budget,Computer
Mouse,Apple,Working,0.8,0.14,,,1,1057,140,7549.999999999999,New,Premium,Computer
Mouse,LG,Repairable,1.2,0.11,,,1,407,60,3700.0,Recent,Budget,Computer
Monitor,Dell,Working,0.5,4.56,,26.7,2,8290,878,1817.9824561403511,New,Premium,Computer
Battery,Lenovo,Repairable,1.1,0.43,,,1,549,75,1276.7441860465117,Recent,Budget,Accessory
Monitor,Asus,Repairable,2.6,3.61,,22.2,3,2715,298,752.0775623268698,Recent,Budget,Computer
Speaker,Realme,Repairable,7.8,1.79,,,1,112,35,62.56983240223464,Very_Old,Budget,Accessory
Keyboard,Realme,Working,1.1,0.84,,,1,721,109,858.3333333333334,Recent,Budget,Computer
Smartphone,Generic,Working,0.6,0.2,256.0,5.2,3,5157,555,25785.0,New,Budget,Mobile
Mouse,Sony,Repairable,2.8,0.2,,,2,290,49,1450.0,Recent,Premium,Computer
Mouse,Apple,Repairable,2.5,0.2,,,1,549,74,2745.0,Recent,Premium,Computer
Tablet,HP,Repairable,1.7,0.69,32.0,10.5,1,6261,652,9073.913043478262,Recent,Budget,Mobile
Battery,OnePlus,Dead,1.2,0.38,,,1,246,35,647.3684210526316,Recent,Budget,Accessory
Mouse,Xiaomi,Repairable,0.8,0.17,,,1,274,47,1611.764705882353,New,Budget,Computer
Monitor,HP,Working,2.0,3.73,,26.6,1,6698,716,1795.710455764075,Recent,Budget,Computer
Smartphone,Local,Repairable,8.0,0.16,32.0,6.6,3,216,41,1350.0,Very_Old,Budget,Mobile
Speaker,Local,Repairable,0.7,2.75,,,1,712,97,258.90909090909093,New,Budget,Accessory
Charger,Local,Working,1.5,0.16,,,1,216,56,1350.0,Recent,Budget,Accessory
Headphones,MSI,Repairable,1.2,0.47,,,3,1146,135,2438.297872340426,Recent,Premium,Accessory
Monitor,Apple,Repairable,2.7,6.99,,27.0,1,5075,546,726.0371959942776,Recent,Premium,Computer
Tablet,Asus,Dead,1.7,0.71,1024.0,11.2,1,3203,331,4511.267605633803,Recent,Budget,Mobile
Keyboard,Generic,Dead,4.8,0.78,,,3,57,17,73.07692307692308,Old,Budget,Computer
Charger,Samsung,Working,2.0,0.17,,,2,591,94,3476.4705882352937,Recent,Premium,Accessory
Speaker,Lenovo,Working,6.5,1.97,,,2,621,101,315.2284263959391,Very_Old,Budget,Accessory
Charger,MSI,Repairable,2.6,0.12,,,2,226,42,1883.3333333333335,Recent,Premium,Accessory
Smartphone,Acer,Working,5.5,0.22,1024.0,5.4,2,2937,328,13350.0,Very_Old,Budget,Mobile
Headphones,HP,Working,2.8,0.43,,,1,1942,230,4516.279069767442,Recent,Budget,Accessory
Smartphone,Acer,Working,1.2,0.24,64.0,6.3,1,9375,977,39062.5,Recent,Budget,Mobile
Headphones,Xiaomi,Working,2.3,0.24,,,2,1339,168,5579.166666666667,Recent,Budget,Accessory
Speaker,Dell,Working,0.8,1.51,,,3,3095,347,2049.6688741721855,New,Premium,Accessory
Monitor,Sony,Repairable,2.4,7.19,,23.9,3,3521,386,489.7079276773296,Recent,Premium,Computer
Headphones,Generic,Repairable,5.6,0.21,,,1,260,46,1238.095238095238,Very_Old,Budget,Accessory
Laptop,Generic,Dead,1.0,2.77,256.0,15.3,2,2609,276,941.8772563176896,New,Budget,Computer
Tablet,Sony,Working,4.9,0.59,64.0,11.9,2,7650,806,12966.101694915254,Old,Premium,Mobile
Battery,Samsung,Working,3.2,0.76,,,1,905,127,1190.7894736842104,Old,Premium,Accessory
Laptop,Dell,Repairable,0.9,1.57,256.0,13.6,1,15444,1572,9836.942675159235,New,Premium,Computer
Tablet,Lenovo,Repairable,2.1,0.47,1024.0,8.2,2,5167,542,10993.617021276596,Recent,Budget,Mobile
Mouse,Local,Dead,4.1,0.16,,,3,45,14,281.25,Old,Budget,Computer
Speaker,Sony,Dead,5.0,1.14,,,1,409,52,358.7719298245614,Old,Premium,Accessory
Speaker,OnePlus,Repairable,2.4,1.37,,,1,1410,164,1029.1970802919707,Recent,Budget,Accessory
Keyboard,LG,Working,3.4,0.8,,,3,872,124,1090.0,Old,Budget,Computer
Keyboard,Lenovo,Working,0.8,0.7,,,2,1083,144,1547.1428571428573,New,Budget,Computer
Smartphone,HP,Repairable,1.0,0.17,256.0,5.1,3,6405,665,37676.470588235294,New,Budget,Mobile
Keyboard,Local,Working,1.6,0.87,,,2,609,97,700.0,Recent,Budget,Computer
Tablet,Local,Working,8.0,0.7,1024.0,11.9,3,764,112,1091.4285714285716,Very_Old,Budget,Mobile
Laptop,OnePlus,Repairable,7.1,2.56,1024.0,14.6,2,1991,224,777.734375,Very_Old,Budget,Computer
Tablet,Apple,Repairable,2.6,0.54,512.0,10.8,3,7804,806,14451.85185185185,Recent,Premium,Mobile
Tablet,HP,Dead,5.9,0.41,512.0,11.5,3,1152,126,2809.756097560976,Very_Old,Budget,Mobile
Mouse,Local,Working,7.1,0.19,,,2,53,40,278.9473684210526,Very_Old,Budget,Computer
Laptop,Sony,Repairable,2.0,1.81,32.0,16.1,1,13554,1384,7488.397790055248,Recent,Premium,Computer
Charger,OnePlus,Working,5.0,0.26,,,1,241,60,926.9230769230769,Old,Budget,Accessory
Battery,Xiaomi,Dead,2.3,0.47,,,1,116,22,246.8085106382979,Recent,Budget,Accessory
Monitor,Acer,Repairable,0.9,3.57,,22.4,2,4260,453,1193.2773109243699,New,Budget,Computer
Speaker,Xiaomi,Working,1.2,2.92,,,3,1525,193,522.2602739726027,Recent,Budget,Accessory
Mouse,Samsung,Repairable,0.5,0.13,,,2,390,59,3000.0,New,Premium,Computer
Tablet,Asus,Working,0.7,0.43,128.0,8.9,1,16305,1671,37918.604651162794,New,Budget,Mobile
Smartphone,MSI,Working,1.4,0.24,1024.0,6.6,2,11249,1164,46870.833333333336,Recent,Premium,Mobile
Smartphone,Samsung,Working,1.9,0.19,1024.0,5.1,3,11477,1187,60405.26315789473,Recent,Premium,Mobile
Speaker,Samsung,Working,0.7,2.3,,,1,3649,404,1586.521739130435,New,Premium,Accessory
Laptop,Xiaomi,Dead,3.6,2.87,512.0,15.4,2,2507,266,873.5191637630662,Old,Budget,Computer
Smartphone,MSI,Repairable,1.9,0.25,512.0,6.6,1,7220,747,28880.0,Recent,Premium,Mobile
Tablet,Sony,Working,1.1,0.71,1024.0,9.0,1,16085,1649,22654.92957746479,Recent,Premium,Mobile
Mouse,Asus,Working,6.3,0.1,,,1,249,59,2490.0,Very_Old,Budget,Computer
Tablet,Samsung,Repairable,0.8,0.73,64.0,9.7,2,8065,832,11047.945205479453,New,Premium,Mobile
Speaker,OnePlus,Repairable,1.0,2.17,,,2,1389,162,640.0921658986175,New,Budget,Accessory
Laptop,Dell,Working,2.6,1.52,128.0,13.4,2,16802,1723,11053.947368421053,Recent,Premium,Computer
Smartphone,Sony,Working,1.6,0.23,32.0,5.4,2,11832,1223,51443.47826086956,Recent,Premium,Mobile
Keyboard,Apple,Working,2.2,1.04,,,1,1735,210,1668.2692307692307,Recent,Premium,Computer
Headphones,Local,Working,1.6,0.36,,,2,673,103,1869.4444444444446,Recent,Budget,Accessory
Charger,Samsung,Working,0.6,0.13,,,2,710,106,5461.538461538461,New,Premium,Accessory
Mouse,Dell,Repairable,0.7,0.12,,,2,390,59,3250.0,New,Premium,Computer
Monitor,LG,Working,0.7,3.96,,19.3,1,10067,1054,2542.1717171717173,New,Budget,Computer
Monitor,Sony,Working,2.6,4.92,,26.7,1,8204,870,1667.479674796748,Recent,Premium,Computer
Headphones,Generic,Working,1.0,0.45,,,2,1026,138,2280.0,New,Budget,Accessory
Smartphone,OnePlus,Repairable,4.0,0.19,1024.0,6.4,2,4302,450,22642.105263157893,Old,Budget,Mobile
Battery,HP,Working,7.3,0.56,,,2,144,50,257.1428571428571,Very_Old,Budget,Accessory
Speaker,OnePlus,Repairable,3.3,2.76,,,2,1203,146,435.8695652173913,Old,Budget,Accessory
Smartphone,MSI,Repairable,1.3,0.23,1024.0,6.0,3,5043,529,21926.08695652174,Recent,Premium,Mobile
Mouse,Dell,Working,0.9,0.13,,,1,972,132,7476.923076923076,New,Premium,Computer
Smartphone,Local,Working,0.8,0.21,256.0,5.2,1,5531,593,26338.09523809524,New,Budget,Mobile
Mouse,Samsung,Dead,1.3,0.16,,,3,140,24,875.0,Recent,Premium,Computer
Smartphone,Lenovo,Repairable,3.7,0.25,128.0,5.3,3,2560,276,10240.0,Old,Budget,Mobile
Tablet,OnePlus,Dead,1.7,0.7,256.0,8.1,3,2589,269,3698.571428571429,Recent,Budget,Mobile
Monitor,OnePlus,Working,2.1,7.78,,24.5,3,6027,658,774.6786632390746,Recent,Budget,Computer
Monitor,OnePlus,Repairable,7.4,6.47,,26.3,2,614,94,94.89953632148378,Very_Old,Budget,Computer
Monitor,Dell,Repairable,7.8,6.44,,28.1,1,695,102,107.91925465838509,Very_Old,Premium,Computer
Battery,Realme,Repairable,3.2,0.45,,,3,188,39,417.77777777777777,Old,Budget,Accessory
Mouse,Realme,Repairable,3.6,0.13,,,2,143,34,1100.0,Old,Budget,Computer
Headphones,LG,Working,1.1,0.45,,,1,1729,208,3842.222222222222,Recent,Budget,Accessory
Battery,MSI,Repairable,4.0,0.6,,,2,310,52,516.6666666666667,Old,Premium,Accessory
Mouse,LG,Working,2.1,0.13,,,2,497,84,3823.076923076923,Recent,Budget,Computer
Headphones,Samsung,Repairable,1.4,0.22,,,1,1607,180,7304.545454545455,Recent,Premium,Accessory
Battery,Lenovo,Dead,0.6,0.63,,,2,218,32,346.031746031746,New,Budget,Accessory
Tablet,Sony,Dead,2.6,0.54,128.0,11.6,3,2583,269,4783.333333333333,Recent,Premium,Mobile
Smartphone,Dell,Repairable,2.8,0.16,64.0,5.5,3,4334,453,27087.5,Recent,Premium,Mobile
Charger,Sony,Repairable,0.6,0.18,,,1,362,56,2011.111111111111,New,Premium,Accessory
Monitor,Generic,Dead,1.8,6.52,,23.1,1,860,109,131.90184049079755,Recent,Budget,Computer
Laptop,Xiaomi,Working,0.6,2.53,256.0,14.4,3,17175,1762,6788.537549407115,New,Budget,Computer
Headphones,OnePlus,Repairable,2.9,0.36,,,3,730,94,2027.7777777777778,Recent,Budget,Accessory
Mouse,Local,Dead,1.9,0.16,,,3,56,15,350.0,Recent,Budget,Computer
Laptop,Sony,Working,1.2,1.71,1024.0,15.6,2,24023,2445,14048.538011695906,Recent,Premium,Computer
Tablet,Generic,Dead,4.6,0.56,128.0,11.7,3,630,74,1125.0,Old,Budget,Mobile
Tablet,Xiaomi,Repairable,4.1,0.75,1024.0,12.2,1,3589,380,4785.333333333333,Old,Budget,Mobile
Charger,Apple,Working,0.5,0.12,,,2,736,108,6133.333333333334,New,Premium,Accessory
Headphones,HP,Working,3.0,0.22,,,1,1645,199,7477.272727272727,Recent,Budget,Accessory
Charger,HP,Dead,1.8,0.16,,,1,143,24,893.75,Recent,Budget,Accessory
Charger,Local,Repairable,0.9,0.17,,,2,139,33,817.6470588235294,New,Budget,Accessory
Monitor,MSI,Working,0.6,6.36,,31.1,1,11661,1219,1833.4905660377358,New,Premium,Computer
Laptop,Acer,Repairable,4.7,1.98,512.0,13.3,2,6079,636,3070.2020202020203,Old,Budget,Computer
Laptop,OnePlus,Working,1.1,1.64,64.0,16.5,1,24140,2457,14719.512195121952,Recent,Budget,Computer
Laptop,Asus,Repairable,1.4,2.34,256.0,14.8,1,14404,1470,6155.555555555556,Recent,Budget,Computer
Battery,Asus,Working,7.5,0.45,,,1,135,49,300.0,Very_Old,Budget,Accessory
Battery,Generic,Working,1.6,0.33,,,1,518,87,1569.6969696969695,Recent,Budget,Accessory
Laptop,Local,Dead,3.9,1.65,512.0,13.6,2,1272,140,770.909090909091,Old,Budget,Computer
Charger,LG,Working,3.4,0.24,,,3,312,66,1300.0,Old,Budget,Accessory
Battery,MSI,Repairable,1.8,0.74,,,3,533,74,720.2702702702703,Recent,Premium,Accessory
Smartphone,Apple,Dead,3.8,0.23,64.0,5.8,3,2096,219,9113.04347826087,Old,Premium,Mobile
Smartphone,Realme,Working,4.5,0.24,256.0,5.1,1,3075,342,12812.5,Old,Budget,Mobile
Tablet,Generic,Repairable,6.9,0.51,32.0,9.9,1,913,112,1790.1960784313726,Very_Old,Budget,Mobile
Battery,Sony,Repairable,0.8,0.34,,,3,479,68,1408.8235294117646,New,Premium,Accessory
Headphones,Acer,Working,1.1,0.35,,,3,1646,200,4702.857142857143,Recent,Budget,Accessory
Laptop,Acer,Dead,8.0,2.16,32.0,15.1,3,476,61,220.37037037037035,Very_Old,Budget,Computer
Monitor,LG,Working,2.1,5.59,,19.0,3,4641,510,830.232558139535,Recent,Budget,Computer
Tablet,Local,Working,0.7,0.44,128.0,9.0,2,6442,685,14640.90909090909,New,Budget,Mobile
Laptop,Generic,Repairable,5.0,2.89,512.0,16.8,1,4235,449,1465.3979238754325,Old,Budget,Computer
Mouse,Lenovo,Working,1.1,0.15,,,2,540,89,3600.0,Recent,Budget,Computer
Keyboard,Sony,Dead,3.8,1.12,,,2,242,36,216.07142857142856,Old,Premium,Computer
Battery,HP,Working,1.6,0.68,,,3,714,107,1050.0,Recent,Budget,Accessory
Monitor,Realme,Repairable,0.6,6.77,,31.9,1,2912,325,430.1329394387002,New,Budget,Computer
Monitor,Xiaomi,Working,0.7,7.28,,29.8,2,5670,622,778.8461538461538,New,Budget,Computer
Laptop,Samsung,Working,3.9,2.87,32.0,16.8,2,15574,1603,5426.480836236934,Old,Premium,Computer
Headphones,Dell,Repairable,0.8,0.22,,,2,1200,140,5454.545454545455,New,Premium,Accessory
Smartphone,Generic,Working,4.0,0.2,32.0,6.3,3,3099,344,15495.0,Old,Budget,Mobile
Charger,HP,Repairable,1.0,0.29,,,2,244,45,841.3793103448277,New,Budget,Accessory
Battery,MSI,Repairable,5.1,0.45,,,2,265,47,588.8888888888889,Very_Old,Premium,Accessory
Laptop,Samsung,Repairable,1.6,1.76,256.0,13.8,3,12940,1323,7352.272727272727,Recent,Premium,Computer
Smartphone,Apple,Dead,1.0,0.17,32.0,6.4,2,3548,364,20870.588235294115,New,Premium,Mobile
Monitor,Sony,Working,2.2,7.47,,28.0,3,7084,763,948.326639892905,Recent,Premium,Computer
Laptop,Generic,Dead,2.7,2.17,32.0,13.3,2,2291,243,1055.7603686635946,Recent,Budget,Computer
Keyboard,Samsung,Working,4.4,1.04,,,3,694,106,667.3076923076923,Old,Premium,Computer
Laptop,Dell,Dead,3.4,1.52,128.0,13.3,3,3225,335,2121.7105263157896,Old,Premium,Computer
Charger,Apple,Dead,3.5,0.25,,,2,141,24,564.0,Old,Premium,Accessory
Tablet,LG,Repairable,0.5,0.6,256.0,8.8,2,8614,887,14356.666666666668,New,Budget,Mobile
Keyboard,LG,Dead,2.6,0.56,,,2,198,30,353.57142857142856,Recent,Budget,Computer
Tablet,Realme,Working,1.8,0.66,512.0,8.9,3,6063,647,9186.363636363636,Recent,Budget,Mobile
Headphones,Acer,Dead,1.0,0.27,,,1,388,49,1437.037037037037,New,Budget,Accessory
Headphones,Local,Repairable,1.5,0.4,,,3,378,58,945.0,Recent,Budget,Accessory
Keyboard,MSI,Working,3.5,1.0,,,1,917,128,917.0,Old,Premium,Computer
Keyboard,Generic,Repairable,0.6,1.11,,,2,324,54,291.8918918918919,New,Budget,Computer
Mouse,Dell,Repairable,0.8,0.1,,,1,475,67,4750.0,New,Premium,Computer
Charger,Realme,Repairable,2.2,0.3,,,1,184,39,613.3333333333334,Recent,Budget,Accessory
Charger,Xiaomi,Repairable,1.6,0.17,,,1,183,38,1076.4705882352941,Recent,Budget,Accessory
Smartphone,OnePlus,Working,0.8,0.16,512.0,5.2,2,9923,1032,62018.75,New,Budget,Mobile
Laptop,MSI,Working,1.1,1.96,512.0,15.3,1,36797,3723,18773.979591836734,Recent,Premium,Computer
Smartphone,Acer,Dead,8.0,0.19,128.0,5.6,2,221,32,1163.157894736842,Very_Old,Budget,Mobile
Tablet,LG,Dead,0.9,0.46,1024.0,12.8,2,3815,392,8293.478260869564,New,Budget,Mobile
Battery,MSI,Repairable,0.6,0.38,,,3,553,76,1455.2631578947369,New,Premium,Accessory
Headphones,Generic,Repairable,0.9,0.31,,,2,479,68,1545.1612903225807,New,Budget,Accessory
Speaker,Acer,Repairable,1.7,1.54,,,2,1048,127,680.5194805194805,Recent,Budget,Accessory
Keyboard,Samsung,Dead,0.7,0.8,,,1,505,62,631.25,New,Premium,Computer
Mouse,MSI,Working,1.3,0.19,,,2,811,116,4268.421052631579,Recent,Premium,Computer
Speaker,HP,Working,6.6,2.58,,,2,690,109,267.4418604651163,Very_Old,Budget,Accessory
Headphones,Apple,Dead,4.4,0.22,,,3,339,43,1540.909090909091,Old,Premium,Accessory
Speaker,Realme,Dead,8.0,2.54,,,3,45,19,17.716535433070867,Very_Old,Budget,Accessory
Tablet,Local,Working,3.5,0.75,64.0,11.7,3,3673,404,4897.333333333333,Old,Budget,Mobile
Monitor,Lenovo,Dead,2.0,7.62,,30.0,3,1530,178,200.78740157480314,Recent,Budget,Computer
Battery,LG,Repairable,2.7,0.45,,,3,286,49,635.5555555555555,Recent,Budget,Accessory
Smartphone,LG,Repairable,6.0,0.21,32.0,5.3,3,1337,153,6366.666666666667,Very_Old,Budget,Mobile
Keyboard,Dell,Working,4.0,1.09,,,1,1088,145,998.1651376146788,Old,Premium,Computer
Battery,Local,Working,2.6,0.48,,,2,309,66,643.75,Recent,Budget,Accessory
Monitor,Lenovo,Repairable,0.5,7.17,,27.2,3,3263,360,455.0906555090655,New,Budget,Computer
Monitor,OnePlus,Repairable,1.9,5.63,,19.4,2,4555,486,809.0586145648313,Recent,Budget,Computer
Speaker,Local,Working,3.5,1.1,,,1,676,104,614.5454545454545,Old,Budget,Accessory
Mouse,Dell,Repairable,1.6,0.11,,,2,410,61,3727.2727272727275,Recent,Premium,Computer
Smartphone,Generic,Dead,2.0,0.15,128.0,6.1,3,753,85,5020.0,Recent,Budget,Mobile
Charger,LG,Dead,3.8,0.19,,,1,80,18,421.05263157894734,Old,Budget,Accessory
Tablet,Local,Repairable,3.7,0.64,512.0,11.0,2,1905,211,2976.5625,Old,Budget,Mobile
Smartphone,OnePlus,Dead,2.5,0.22,64.0,6.7,2,1981,208,9004.545454545454,Recent,Budget,Mobile
Charger,OnePlus,Repairable,0.9,0.29,,,2,304,51,1048.2758620689656,New,Budget,Accessory
Headphones,Samsung,Dead,2.7,0.23,,,2,406,50,1765.2173913043478,Recent,Premium,Accessory
Battery,Sony,Repairable,3.4,0.65,,,1,363,57,558.4615384615385,Old,Premium,Accessory
Monitor,Apple,Repairable,2.1,3.44,,30.7,3,6098,641,1772.6744186046512,Recent,Premium,Computer
Laptop,Asus,Dead,0.5,2.79,64.0,14.4,3,6224,643,2230.8243727598565,New,Budget,Computer
Mouse,Sony,Repairable,3.0,0.14,,,3,278,47,1985.7142857142856,Recent,Premium,Computer
Laptop,Lenovo,Dead,1.3,1.98,128.0,13.6,2,4727,486,2387.373737373737,Recent,Budget,Computer
Tablet,HP,Repairable,4.1,0.54,128.0,12.4,3,3687,389,6827.777777777777,Old,Budget,Mobile
Headphones,Asus,Dead,1.9,0.36,,,3,444,55,1233.3333333333335,Recent,Budget,Accessory
Tablet,Xiaomi,Dead,4.9,0.47,32.0,12.8,1,1076,118,2289.3617021276596,Old,Budget,Mobile
Mouse,LG,Repairable,1.4,0.14,,,3,253,45,1807.1428571428569,Recent,Budget,Computer
Battery,Samsung,Dead,0.7,0.67,,,1,352,46,525.3731343283582,New,Premium,Accessory
Battery,OnePlus,Working,7.4,0.69,,,1,130,49,188.40579710144928,Very_Old,Budget,Accessory
Monitor,Generic,Repairable,0.6,7.93,,23.1,3,1970,233,248.42370744010088,New,Budget,Computer
Smartphone,Apple,Dead,5.2,0.21,256.0,6.6,2,1484,158,7066.666666666667,Very_Old,Premium,Mobile
Speaker,Asus,Working,8.0,1.17,,,1,393,76,335.8974358974359,Very_Old,Budget,Accessory
Speaker,Samsung,Dead,1.5,2.05,,,2,803,94,391.70731707317077,Recent,Premium,Accessory
Keyboard,LG,Dead,7.8,0.68,,,3,45,15,66.17647058823529,Very_Old,Budget,Computer
Mouse,HP,Dead,0.7,0.16,,,3,120,22,750.0,New,Budget,Computer
Battery,Asus,Working,1.6,0.34,,,3,819,117,2408.8235294117644,Recent,Budget,Accessory
Monitor,Asus,Working,0.6,7.18,,23.3,1,8446,898,1176.3231197771588,New,Budget,Computer
Keyboard,Xiaomi,Repairable,4.6,1.02,,,1,245,46,240.19607843137254,Old,Budget,Computer
Tablet,Apple,Repairable,0.6,0.69,256.0,11.8,3,11070,1133,16043.478260869566,New,Premium,Mobile
Battery,MSI,Dead,1.7,0.47,,,2,228,33,485.10638297872345,Recent,Premium,Accessory
Speaker,Dell,Working,3.3,2.8,,,2,1674,208,597.8571428571429,Old,Premium,Accessory
Laptop,Acer,Dead,2.0,1.55,1024.0,16.5,2,4334,446,2796.1290322580644,Recent,Budget,Computer
Keyboard,Local,Working,1.4,1.15,,,1,626,99,544.3478260869566,Recent,Budget,Computer
Tablet,Realme,Repairable,5.9,0.7,512.0,9.1,1,1457,166,2081.4285714285716,Very_Old,Budget,Mobile
Headphones,Apple,Working,1.5,0.25,,,2,2872,322,11488.0,Recent,Premium,Accessory
Mouse,Lenovo,Working,1.8,0.2,,,1,601,95,3005.0,Recent,Budget,Computer
Monitor,Xiaomi,Working,3.6,7.71,,21.7,3,3671,417,476.1348897535668,Old,Budget,Computer
Charger,Sony,Repairable,1.9,0.17,,,1,297,49,1747.0588235294117,Recent,Premium,Accessory
Charger,Local,Dead,1.4,0.27,,,1,55,16,203.7037037037037,Recent,Budget,Accessory
Mouse,Local,Working,2.0,0.2,,,1,224,57,1120.0,Recent,Budget,Computer
Tablet,Asus,Working,1.8,0.71,512.0,11.0,1,12734,1314,17935.211267605635,Recent,Budget,Mobile
Battery,Samsung,Working,1.0,0.73,,,2,1118,147,1531.5068493150686,New,Premium,Accessory
Mouse,Asus,Working,1.3,0.16,,,2,575,92,3593.75,Recent,Budget,Computer
Mouse,Realme,Dead,1.2,0.14,,,2,85,18,607.1428571428571,Recent,Budget,Computer
Monitor,HP,Repairable,2.0,6.0,,27.5,3,3540,386,590.0,Recent,Budget,Computer
Mouse,Lenovo,Working,1.2,0.11,,,2,676,102,6145.454545454545,Recent,Budget,Computer
Tablet,Generic,Repairable,4.3,0.5,32.0,10.4,1,2153,236,4306.0,Old,Budget,Mobile
Battery,Lenovo,Repairable,2.0,0.63,,,3,322,53,511.1111111111111,Recent,Budget,Accessory
Laptop,LG,Working,3.1,1.59,32.0,16.3,1,17068,1749,10734.591194968552,Old,Budget,Computer
Monitor,Asus,Working,1.7,3.75,,30.6,1,9786,1026,2609.6,Recent,Budget,Computer
